X1,X2,X3,X4,X5,X6,X7,X8,time
0.22218066962841343,0.4024269434960187,0.5125452253936529,0.09309388734044526,-0.20955522414849045,-0.47327929628254584,-0.26311796359552575,-0.11880942734997153,0.0006877963613004781
0.32998283544135154,0.5605939060173901,0.47461920577086614,0.08561548064821824,-0.19732293067613627,-0.4916593899935381,-0.4287718425291419,-0.12994033554626222,0.0025241720302599372
0.09222067748449392,0.17738240266761313,0.3313083349032469,0.280811366549957,-0.407647285906852,-0.46748156532190294,-0.6366382940105805,-0.09149460742526457,0.00436054769921939
0.35251142168651745,0.6360390527146231,0.6900183329970506,0.4892809526663199,0.11227434430117925,-0.49823691954526655,-0.1817553654902049,0.015132583670675326,0.006196923368178832
0.4656355164954792,0.6449688602493722,0.9862390471145628,0.513673588048907,0.1544446960891937,-0.47973781506548635,-0.13784588033095338,0.10796670701968494,0.008033299037138323
,0.9567823132042629,0.7296244438631004,0.5286922188370965,0.12132457415618617,-0.33545237112730647,0.10542897253702271,0.0031714969605114995,0.009869674706097752
0.05502633801115253,0.6058353667878835,0.8473488839403669,0.6277020689479194,0.2571184309663733,-0.4201301708049296,,-0.12361340824720593,0.011706050375057214
0.4524683632451665,0.7595753022785228,1.1601078114262304,0.884527962248229,0.25190283443456624,-0.26314815358952226,0.3124745474551139,0.1154561593683946,0.013542426044016696
0.393886702984793,0.6735205007451479,0.8933916511659425,0.5287556368301749,0.12356242706776512,-0.4792968093192199,-0.0037831865357999053,,0.015378801712976157
0.5541718886801726,,0.8860571625408086,0.5857692434694647,0.317474337851286,-0.4395954823126579,0.11531204070273071,0.22074776369675403,0.017215177381935513
0.6265833014996467,0.9286682554440835,0.8762828589694852,0.5259157888042617,0.2485829241455963,-0.27100532272943656,0.32456670712955094,0.20562073399197886,0.01905155305089495
0.5040859503915793,0.8056163965250438,0.7560116097374958,,,-0.045803977556021475,0.13372798937047983,0.1993309837045027,0.020887928719854548
0.3174204276291619,0.9108816635567762,0.9682910475192509,0.6454317190581937,0.24285892911503054,-0.21599733758684683,0.001784598986772773,0.26159621615038964,0.022724304388813895
0.7739381985952942,1.1193320038454073,,,0.3630670106109683,-0.32062903973056545,0.23043614684144692,0.4017066383850753,0.024560680057773506
,,,,,,,,0.026397055726732982
,,,,,,,,0.028233431395692253
,,,,,,,,0.030069807064651774
,,,,,,,,0.03190618273361128
,,,,,,,,0.03374255840257062
,,,,,,,,0.03557893407153036
,,,,,,,,0.037415309740489566
,,,,,,,,0.03925168540944924
,,,,,,,,0.041088061078408275
,,,,,,,,0.04292443674736798
,,,,,,,,0.044760812416327525
,,,,,,,,0.046597188085286505
,,,,,,,,0.048433563754246185
,,,,,,,,0.05026993942320549
,,,,,,,,0.05210631509216549
,,,,,,,,0.053942690761124436
,,,,,,,,0.0557790664300844
,,,,,,,,0.05761544209904376
,,,,,,,,0.05945181776800293
1.3227306216912393,1.3283546293321062,,0.9238670096918603,,0.5015401246534439,0.9480055496257874,1.0924261013402905,0.06128819343696285
0.978387336678554,,1.5775550890264405,1.0600116776684592,0.524071165569433,0.48678766151742486,0.9191433960890317,1.1778414761980485,0.0631245691059222
