X1,X2,X3,X4,X5,X6,X7,X8,U,time
0.04967141530112327,-0.013826430117118467,0.06476885381006925,0.15230298564080255,-0.023415337472333597,-0.023413695694918055,0.15792128155073915,0.07674347291529088,-0.04694743859349521,0
0.05425600435859647,-0.046341769281246226,-0.04657297535702569,0.02419622715660341,-0.1913280244657798,-0.1724917832513033,-0.05622875292409727,-0.10128311203344238,0.03142473325952739,1
-0.0908024075521211,-0.14123037013352915,0.14656487689215542,-0.02257763004865357,0.006752820468792384,-0.14247481862134567,-0.05443827245251827,0.01109225897098661,-0.11509935774223029,2
0.0375698018345672,-0.0600638689918805,-0.02916937497932768,-0.060170661222939695,0.18522781845089378,-0.0013497224737933921,-0.10577109289559004,0.08225449121031891,-0.12208436499710223,3
0.047137732557979,-0.19571175665697219,-0.12568673792279095,0.020302935961416517,0.07493281054114277,0.025880937222997287,-0.01156419062605936,-0.022459274092928673,-0.14785219903674274,4
-0.06943058809509539,-0.041324730269077056,0.11125501816102261,0.03509775745908615,-0.17618035277367738,0.03390498846880005,-0.0382737900225924,-0.0663826824424404,0.06116762888408679,5
0.11297113378842963,0.0968413156314227,-0.07923677320727314,-0.028859968280806083,0.033495898913953444,0.1024504210110716,-0.047515081899454685,-0.014281977904900494,-0.11063349740060283,6
-0.10502823408947841,0.08313612210791006,0.15039770459105287,-0.006848139655561222,0.10060315911995317,0.04562582842390912,-0.060838344392641394,0.04441900823009389,0.15380365664659693,7
0.007318926742305673,0.16325020644527793,-0.25909179629706836,0.08274574189519927,0.008718775928839744,-0.02970771209336236,0.009904678330329028,-0.19858799637601796,-0.021967188783751194,8
0.04830839597236752,0.1679279721466841,-0.04694092338109881,-0.07964420864851107,-0.048121647017917574,0.09259398560178651,0.03318400282120619,-0.052053968274072174,0.05132674331133561,9
0.013512377595687824,0.09752553413964998,-0.06851675744060491,-0.02957559539241601,-0.0373078553218415,-0.14635139022345653,0.032612803865825955,0.026105618734024855,0.000511345664246089,10
-0.01545190408362438,-0.14012871038998903,-0.03629538398401655,-0.03151371916368838,-0.07996531216931713,-0.01600666151566832,0.0479016409785723,0.18872526106561904,0.017457781283183895,11
0.0257809411392118,-0.00704938510705256,-0.1862311103853978,-0.0026379958727568787,0.00632095534276099,0.2463290308763529,-0.01914642185360524,0.030158951407707493,-0.0034711769705243313,12
-0.08665859636402813,0.12468688939411553,0.09371232186805287,0.07968661998466046,-0.09093665777280649,0.15947181448818026,-0.11894780927085896,0.07547904485027608,0.21904556258099786,13
-0.09366073640992144,-0.05399517317930673,0.017313969452072316,-0.05030191932454781,-0.15316135588523935,0.010237661170588396,-0.09732943050695708,0.05031793629225561,-0.09194242342338033,14
0.15761219975861132,-0.07823539717216753,-0.02977420756390012,0.08141141207191936,-0.12232734671707553,0.022882352107279052,0.13075095882542814,-0.16062900964011492,0.018463385853230423,15
0.030762097965841943,0.0784482382085485,-0.11311113553233677,-0.13187949707692176,0.05418250196635293,0.03154820181115022,0.02523254574787418,0.036263338626550234,-0.06800247215784909,16
0.02676232988085705,0.03314548602429253,-0.05656320501456256,0.18845487919542153,0.0526009526159573,-0.11665234102647122,0.06600371202651395,-0.0952999094156627,0.07870846037424521,17
0.12244716736618994,-0.08110841298671521,0.10059688626252383,0.04347117607986203,0.09286058844721728,0.19284424194744285,-0.0197760925668524,-0.0726042907139569,-0.08895144296255234,18
-0.044575687573690036,-0.004674250883695874,0.05794572032073433,0.03387948131118901,0.08328524784853229,0.03089747036725015,0.15836952329403103,-0.0005680622917685965,0.2720169166589619,19
0.06902224095429337,-0.08470844369058163,-0.10389560813520282,0.04848381819213354,-0.02200193275641053,0.07426828781304966,0.04765789124363777,-0.004773182662326881,-0.0846793718068405,20
-0.1506805439754563,-0.04141320598976703,0.08718960969666,0.02158842998818335,-0.12386867368325245,0.017412618217910056,0.04046226047402237,-0.08830303369142044,0.015372510594552791,21
0.012166249939680605,-0.11201642137134554,0.037831624993432636,0.05982677983582437,0.1084449424103341,0.10644125050936508,-0.13766081705008817,-0.09285408934887185,0.05150352672086598,22
0.05533762836312983,0.05193413818549791,0.3895969994732155,0.0575857990499835,0.11463033709371716,0.09770431345994487,0.0691045340640789,-0.029510804492238012,0.07589692204932674,23
-0.07597788609200078,0.021853885925558918,-0.04749440075772679,0.009378431375220389,0.23246069394301838,-0.18583564051538484,0.07196716554148905,-0.16049206821814893,-0.04719318657894335,24
0.11103816556513235,0.007104717340546946,-0.10247332088121383,-0.06585421434281198,0.06798616138598551,-0.07133833111971359,0.03373306880821465,0.0060432245358814545,-0.06516003476058171,25
