X1,X2,X3,X4,X5,X6,X7,X8,time
0.22218066962841343,0.4024269434960187,0.5125452253936529,0.09309388734044526,-0.20955522414849045,-0.47327929628254584,-0.26311796359552575,-0.11880942734997153,0.0006877963613004781
0.32998283544135154,0.5605939060173901,0.47461920577086614,0.08561548064821824,-0.19732293067613627,-0.4916593899935381,-0.4287718425291419,-0.12994033554626222,0.0025241720302599372
0.11662133462212199,0.3936532521861729,0.4244040834651685,0.5157401022162827,-0.1108491235472967,-0.46748156532190294,-0.37898420553099504,-0.09149460742526457,0.00436054769921939
0.35251142168651745,0.6360390527146231,0.5286642637661751,0.4892809526663199,0.11227434430117925,-0.49823691954526655,-0.1817553654902049,0.015132583670675326,0.006196923368178832
0.4656355164954792,0.6449688602493722,0.8248849778836873,0.513673588048907,0.1544446960891937,-0.47973781506548635,-0.13784588033095338,0.10796670701968494,0.008033299037138323
0.663210221917636,0.9567823132042629,0.568270374632225,0.5286922188370965,0.12132457415618617,-0.33545237112730647,0.10542897253702271,0.0031714969605114995,0.009869674706097752
0.05502633801115253,0.6058353667878835,0.6859948147094914,0.6277020689479194,0.2571184309663733,-0.4201301708049296,-0.021289014320186823,-0.12361340824720593,0.011706050375057214
0.4524683632451665,0.7595753022785228,0.9987537421953548,0.884527962248229,0.25190283443456624,-0.26314815358952226,0.3124745474551139,0.1154561593683946,0.013542426044016696
0.393886702984793,0.6735205007451479,0.7320375819350671,0.5287556368301749,0.12356242706776512,-0.4792968093192199,-0.0037831865357999053,0.13131166670210925,0.015378801712976157
0.5541718886801726,0.8703537295603683,0.7247030933099331,0.5857692434694647,0.317474337851286,-0.4395954823126579,0.11531204070273071,0.22074776369675403,0.017215177381935513
0.6265833014996467,0.9286682554440835,0.7149287897386096,0.5259157888042617,0.2485829241455963,-0.27100532272943656,0.32456670712955094,0.20562073399197886,0.01905155305089495
0.5040859503915793,0.8056163965250438,0.5946575405066203,0.23779599297613557,0.2685137727136269,-0.045803977556021475,0.13372798937047983,0.1993309837045027,0.020887928719854548
0.3174204276291619,0.9108816635567762,0.8069369782883754,0.6454317190581937,0.24285892911503054,-0.21599733758684683,0.001784598986772773,0.26159621615038964,0.022724304388813895
0.8303594310874367,1.1556667444869844,1.0277222915873425,0.6623079861845373,0.2986047873400644,-0.32062903973056545,0.23043614684144692,0.4017066383850753,0.024560680057773506
0.5311549659170699,0.8925991236196089,0.7970402282079802,0.6741436569843227,0.3440408072944507,-0.021022486979002497,0.18614020359606445,0.4628308941278556,0.026397055726732982
0.6579061971494397,0.9742965336763326,0.9611049207625393,0.6409518914437523,0.38929052231866706,-0.3072123137803979,0.05600314931329595,0.48299289860422195,0.028233431395692253
0.7315583111400881,0.7726296228174159,1.082157064756888,0.8179274989800086,0.26670187445362803,-0.02987572509798028,0.3621909859397179,0.4928802508296983,0.030069807064651774
0.9437180905009195,1.2044800539651213,0.8316431123148,0.6033814401573345,0.234985562605924,-0.0657837871460181,0.3171187006996806,0.3551983416404927,0.03190618273361128
0.8282809290733079,1.0706853770913678,0.9584446395052904,0.6516014593770498,0.16566053751340257,0.11346475428238606,0.39987929868274263,0.732970943680575,0.03374255840257062
